youID,title,pub_date,video_description,channel_name,channelID
rUtz8iGoZtk,AUTO NO-COST !!!! PAGHI SOLO UNA RATA E LE ALTRE LE PAGANO LORO!!,2018-07-24T21:10:12.000Z,ACQUISTO AUTO SENZA PAGARLA!!! Paghi solo una rata! Analisi di un meccanismo alquanto dubbio.,Paolo Michetti,UCnXgF1BqesUIzfrmPNWXjyA
pGDNb9aVHpM,Eachine f14 Recensione migliore auto RC Buggy 4x4 elettrica con videocamera FPV ITA,2017-12-31T17:26:03.000Z,Recensione Eachine RatingKing F14 Real Time FPV Buggy With Camera 1/14 4x4 RTR RC Car. Migliore auto RC radiocomandata elettrica con telecamera ...,Hardware-Programmi.com,UCOChEV8DfVBlrsfQrae4n3A
ypI7hK3qt4k,BLUETOOTH SU TUTTE LE AUTO A €29!,2018-07-28T08:00:48.000Z,Ecco qui l'adattatore radio bluetooth: https://amzn.to/2LqulbD Canale FeDeTutorial: https://goo.gl/x34Lmv _ Prodotti in arrivo? Seguitemi su Instagram: ...,Francesco Sgnaolin,UCO_SA_eFRJbVyfqWV8BKzCQ
lnRTghOLJtI,telecamera per atti vandalici autovetture contro graffi e sfregi,2014-03-19T07:56:08.000Z,https://www.spyproject.com/art-285-sistema-telecamere-nascoste-videosorveglianza-anti-graffi-riprese-atti-vandalici-auto-vettura-visione-notturna-ir.html ...,Spyproject AV NET,UCuXvujeyiC_ecm4vXs84ciw
TiqYXd7q4bc,Prova Suzuki Swift 2017 test by Lupi Auto,2017-04-13T20:37:14.000Z,Recensione della nuova Suzuki Swift 2017 test by Lupi Auto concessionaria per Prato e Pistoia.,LUPI AUTO,UCX-yOphSBqHtBxltX19H2_g
NaeyTaV-CYw,RECENSIONE NIU N-SERIES: la realtà dello scooter ELETTRICO,2019-01-06T10:44:21.000Z,Oggi uno scooter elettrico può essere una vera risposta e un'alternativa agli scooter tradizionali? Per spiegarvi i motivi non basterà questa prova su strada del ...,HDmotori,UC3_ZqUlc3QDgbl4DSCbHZcw
hy1o4Hs-FQ4,Great Wall Steed 6 | Perché comprarlo... e perché no,2017-09-22T15:34:50.000Z,Fra gli aspetti degni di nota del Great Wall Steed c'è senza dubbio il rapporto qualità/prezzo nettamente favorevole al pick-up cinese. La convenienza è palese a ...,OmniFurgone.it,UCPvM42fdj51bdxqH_vF4jwg
ueGHLq5bT-w,"Auto ibride: meglio Mild, Full o Plug in | Guida alla scelta [1 di 3]",2018-06-15T15:00:06.000Z,"Si fa un gran parlare di auto ibride, perché a loro appartiene il futuro. Sono auto che quando circolano inquinano meno e, per questo, sono più libere di ...",MotorBox TV,UCcKdVXVhcp-Qv0i8Ov6_K4Q
8ax_FeK1m0s,Musica e Vivavoce bluetooth sulla radio FM,2018-07-05T13:08:45.000Z,"Se stai cercando un modo per ascoltare la musica del tuo smartphone o per installare un kit vivavoce nella tua auto, ti basterà utilizzare questo trasmettitore FM ...",PritzBox,UCD_wJyiEvMX9a_5n_KudPjA
HINm2gaZmSU,Renault Scenic 1.3 TCe | Monovolume a benzina? Perché no,2018-07-26T07:38:13.000Z,"Diesel o benzina? Se parliamo di una monovolume (o crossover come la definiscono in Renault) la scelta sembra scontata. Eppure, ultimamente, sono tanti i ...",MotorBox TV,UCcKdVXVhcp-Qv0i8Ov6_K4Q
YmEgv15nRzY,"TUTTA la verità sulle auto ad IDROGENO, come funzionano e perché non si diffondono",2018-10-06T07:00:04.000Z,Ci sono due modi per muovere un'auto dotata di motore elettrico: usare una batteria (ormai quelle agli ioni di litio sono le più diffuse e performanti) o usare una ...,DriveK,UC8OSnuUszO3azYnEwrajPDw
ccGjdOravh0,DR6 full optional di serie,2017-11-09T09:30:58.000Z,DR6 full optional di serie.,DR Automobiles,UC2vQwyEqD-IwHJeVgERwhvQ
Gps56jpOTGo,Comprare un'auto elettrica nel 2018? Conviene?!,2018-07-07T07:00:10.000Z,"Autonomia e ricarica sono due punti critici delle auto elettriche nel 2018 ma quando ha senso puntare su questa tecnologia? In questo, Alessio Frassinetti, ...",DriveK,UC8OSnuUszO3azYnEwrajPDw
DKfgT2kJ2Ak,Nissan Leaf (2018) | Perché comprarla... e perché no,2018-07-13T23:00:02.000Z,"La seconda generazione della Nissan Leaf messa alla prova, per vedere come si comporta la nuova generazione dell'elettrica giapponese e perché ...",Motor1 Italia,UC3u7URxSqN70zuJ5Yb_ryPg
zWAvf_ZITsg,Ecco perché la Mercedes-Benz A250 SS è un'ottima sportiva entry-level,2018-10-12T13:15:00.000Z,"Non sono un esperto di auto, questa è una ""recensione"" fatta con il cuore per realizzare un video più interessante e diverso dal solito episodio ""LA MIA NUOVA ...",supergashbell,UC9R2b41YijpxrAnKY3z8PTw
_t50vvzLLMA,ANDROID AUTO: cos'è e come funziona?,2018-08-10T07:00:05.000Z,"Se pensate di acquistare un'automobile con Android Auto nella lista optional, in questo video Alessio Frassinetti ci mostra come utilizzarlo al meglio. Tutte le ...",DriveK,UC8OSnuUszO3azYnEwrajPDw
a7_xJ7VhwOg,Recensione della Opel Karl Rocks -Il debutto di Michele-,2018-10-11T20:57:52.000Z,"Proviamo questo bel 1000 tre cilindri da 75 cavalli, da paura! Pagina Instagram NsvsSn https://www.instagram.com/_nsvssn_/ Gruppo Telegram ...",NsvsSn,UCSJun1Ef1IjPzOU7w5LUCRg
BccKOJQiCvQ,Toyota Auris Hybrid Test Drive da HDmotori.it,2013-11-21T15:20:49.000Z,Qui la recensione completa: http://www.hdmotori.it/toyota-auris-hybrid-il-test-drive-di-hdmotori/,HDmotori,UC3_ZqUlc3QDgbl4DSCbHZcw
c54vzJM4wWE,"Jaguar I-Pace, perché comprarla… e perché no",2019-01-04T23:00:01.000Z,"L'auto elettrica per ora è una questione “premium”, chi riuscirà a creare la prima vera alternativa? I primi a provarci sono gli inglesi con la Jaguar I-Pace.",Motor1 Italia,UC3u7URxSqN70zuJ5Yb_ryPg
8Jrwz00v_OI,Hyundai Kona Electric | Primo compact SUV elettrico,2018-07-26T07:27:14.000Z,La versione 100% elettrica del compact SUV coreano centra un obiettivo che altri non hanno ancora raggiunto nel segmento: fruibile senza grossi limiti di ...,Automoto.it,UCRDjY_6yCZ8lH899DPTsE9A
x0nQuf5d4ik,Montaggio lampadine H7 a LED su Renault Clio IV,2018-07-14T14:41:45.000Z,Da giorno a notte... o forse il contrario? Vieni a trovarmi sul profilo Instagram https://www.instagram.com/_nsvssn_/ Unisciti al gruppo Telegram ...,NsvsSn,UCSJun1Ef1IjPzOU7w5LUCRg
axfa1fYIcaM,Audi A4 Allroad: recensione e prova su strada,2018-07-14T08:09:12.000Z,"Il test della 2.0 TDI 190 CV S tronic quattro, quella più interessante: in Italia il più richiesto è proprio il quattro cilindri di due litri a gasolio. Il propulsore è abbinato ...",HDmotori,UC3_ZqUlc3QDgbl4DSCbHZcw
eY1iKp_ykXU,🇮🇹 Autoradio 2DIN Android-Economica-Cinese RM-CT0012 - Gearbest 🇮🇹,2018-07-12T18:30:00.000Z,"In questo video, diverso dal solito, vedremo un Autoradio ""2Din"" con display da ben 7"" ed Android a bordo, molto economica... ma di tutto rispetto. Ebbene sì, la ...",TheMiguelBi,UCcB9IbFxAugxTTmb8jdlpsw
sTffHG4Emts,Smart EQ fortwo: recensione e prova dell'elettrica a due posti | test drive #hdelettrico,2018-07-07T11:12:48.000Z,"Il test drive dopo la prova di un mese di #Smart EQ fortwo, la smart elettrica del 2018 rinnovata con pacco batteria LG e possibilità di ricarica in AC fino a 22 kW.",HDmotori,UC3_ZqUlc3QDgbl4DSCbHZcw
cOH-uQY2hnQ,#LetsDrive: Video Recensione Nissan Leaf 2018,2018-07-09T09:32:18.000Z,"Design e Tecnologia a ZERO Emissioni! Ancora più autonomia con il massimo delle performance. Scopri Nuova Nissan Leaf in concessionaria BiZen, ...",Gruppo Barchetti,UCeWpFyZUDdA9o6iyfJpOoCQ
LuzJ10XktSw,DS7 Crossback 2019 | Tutto fumo e niente arrosto...? RECENSIONE,2019-01-03T17:00:03.000Z,"La DS7 Crossback ha un'estetica d'impatto con forme moderne e taglienti, grazie a fari a LED DS Vision con un movimento dei diodi luminosi a dir poco ...",DriveK,UC8OSnuUszO3azYnEwrajPDw
b1ug92PyVvg,Recensione LEGO 42083: Bugatti Chiron,2018-06-04T19:11:41.000Z,Gran parte della costruzione la potete trovare sul canale Twitch di Vitoiuvara: https://www.twitch.tv/vitoiuvara.,Vitoiuvara,UCycaJN5v-3iOGGRMIQjcw1w
2o5KXA1cArs,Recensione gomme Offroad Geo Track Jeep Renegade,2018-01-09T17:18:45.000Z,"Gomme da fango Geo Track prodotte da Riga Gomme e testate su Jeep Renegade Trailhawk, per maggiori informazioni scrivere a : ondaverdeinfo@gmail.com.",AlexTeppa60,UC2r0bxLvirNWzyF7LF1UXTg
wDz2Evz4mMQ,Lidl. Valigetta 216 pezzi. Chiavi a cricchetto. POWERFIX. Bussole e utensili. Unboxing e recensione.,2018-03-08T09:51:36.000Z,"Bellissima valigetta comprata alla lidl, powerfix con 216 utensili combinabili fra loro. Chiavi a cricchetto (cricco), bussole, bit per avvitatore ecc. Unboxing e ...",Riccardo Muscarella - shooter - maker - rmtattoo,UC6biSOQoQSabnrAAdw23Wcg
YXNX1es-whI,Review: Supporto auto Infovi,2011-03-31T20:57:05.000Z,Review: Supporto auto Infovi.,Nokioteca,UCNu9h4TSdXe3cHmxqI4IBUQ
g8SNPoLnjtI,"Xiaomi M365, 500Km d'amore! Recensione e esperienze dopo 3 mesi d'uso giornaliero!",2018-10-14T16:14:24.000Z,"Xiaomi M365 è il #monopattino elettrico che uso giornalmente da 3 mesi e 500Km, nella video #recensione vi racconto tutti i dettagli di quello che per me è il ...",Fabrizio Balliano,UCNsWPcDE2kMh-lJxNCzF50A
SVYwfKC6gZk,Ferrari 488 Pista | Potenza (TANTA) controllo (SUPER) [ENGLISH SUB],2018-08-05T07:27:53.000Z,La Ferrari 488 Pista è l'ultima incarnazione della serie speciale di Maranello dedicata alle sue V8. Potenza che tocca quota 720 CV con 185 CV/L. Più leggera e ...,Automoto.it,UCRDjY_6yCZ8lH899DPTsE9A
-kgMnIbQh3A,Unboxing & prova Monitoraggio pressione pneumatici (TPMS) Car Rover,2018-02-13T10:30:01.000Z,"Ecco l'unboxing, prova e installazione del TPMS della Car Rover. □ Link acquisto: http://amzn.to/2nSJDrH ...",Darkluxifer,UCZBbtVQ_OtGdrJX91DkrY9A
IW7NxfqsCCw,Nuova Skoda Fabia 2019 | Restyling in chiave boema,2018-08-13T10:18:39.000Z,"Ultimo aggiornamento di gamma per la terza generazione Skoda Fabia. Estetica ritoccata e assistenze guida aumentate, ma è solo endotermica 1000cc, con tre ...",Automoto.it,UCRDjY_6yCZ8lH899DPTsE9A
FI2S0ZMWEJQ,MotorMedia Speed - Ford Kuga,2012-12-04T10:23:17.000Z,"MotorMedia Speed ci porta a bordo della Ford Kuga, il crossover di nuova generazione capace di emozionare, coniugando stile e presenza su strada con una ...",MotorMediaTube,UCEUhp3vPNyx-rc3YlU99-pw
4Hh3oQYjpYI,SMART CABRIO - RECENSIONE COMPLETA (PREGI E DIFETTI ),2018-04-29T15:59:07.000Z,ecco a voi ragazzi i pregi e i difetti della mia smartina...più qualche particolarità che è utile sapere...,DAVE SPORT CARS,UCju3C48qndMi6B60rphy0Gg
-i0dOfbPprQ,Rseat RS1 Alcantara Recensione Ita,2018-04-21T20:21:31.000Z,Finalmente dopo una lunga assenza torno con questo nuovo video recensendo la mia nuova postazione di guida!,TheSimRacer Console,UCnCoejzfV932FstDvVa8GWA
20uwb8yVJEE,Recensione ITA Telecomando ATOTO A6 Steering Wheel Control wireless ac-44 F4,2018-09-07T18:42:52.000Z,Telecomando senza fili per stereo ATOTO A6. Link Amazon: https://amzn.to/2MVaIsV Link stereo ATOTO A6: https://amzn.to/2Cyc9ss SCONTO DEL 10% sui ...,Le recensioni di Mariano,UCRo11Lmc4s8w6Pnw9WLi3rw
HXtYhAENRyg,Auto Km 0: perché costano meno?,2018-12-29T08:00:05.000Z,"Auto Km 0: perché ""costano meno""? Ci avete fatto nei commenti questa domanda e vi rispondiamo con un video ad hoc. Sono molte in realtà le curiosità che ...",DriveK,UC8OSnuUszO3azYnEwrajPDw
oedADoyJsNM,Recensione Renault Twinco 2019 - ANTEPRIMA MONDIALE,2018-06-05T20:09:34.000Z,Se ti iscrivi io poi faccio la benzina alle macchine che sono bellissime Grazie Ford.,Fanno cagare le macchine,UCKKD_6kbvuGLOCamNTZipJg
SLXKeDINFGo,Suzuki GSR750: test drive di HDmotori,2015-01-27T08:37:52.000Z,test drive di HDmotori.it di Suzuki GSR750 Z. Per news e recensioni sul mondo dei motori: www.hdmotori.it.,HDmotori,UC3_ZqUlc3QDgbl4DSCbHZcw
ey2ojXCneRA,Kia Sportage Eco GPL+: Il test drive di HDmotori.it,2014-06-15T09:24:29.000Z,Leggi qui la recensione completa: http://www.hdmotori.it/kia-sportage-eco-gpl-il-test-drive-di-hdmotori/,HDmotori,UC3_ZqUlc3QDgbl4DSCbHZcw
TJ9dX4dE_G0,COYOTE mini: come funziona il dispositivo che ti aiuta a guidare in sicurezza,2018-07-17T14:00:06.000Z,"Abbiamo provato per qualche tempo Coyote Mini, il dispositivo che potrebbe salvare la patente grazie alle sue segnalazioni, non sono riguardanti gli autovelox ...",Tech Princess,UCs_ouz-Hdk1vQRofWi3JkDg
cExKOIxlcVA,"Smart EQ fortwo | Piccola, Elettrica, Divertente, Cittadina!",2018-05-27T08:30:00.000Z,"E' la perfetta auto da città: 100-110-130 chilometri di autonomia a seconda della gestione dell'acceleratore. Il divertimento è sempre invariato: tanto, smisurato...",Automoto.it,UCRDjY_6yCZ8lH899DPTsE9A
vB_gSfGawXg,Video Recensione,2018-04-15T07:05:43.000Z,Un nostro cliente è venuto da Cremona per acquistare una moto usata presso la concessionaria. Gli abbiamo chiesto come mai ha deciso di fare tutta questa ...,4 Tempi Moto Store,UCHznGy47RlSPuAnfQ-YZiiw
JQGeQtELzoI,"Renault Kadjar, la nostra videorecensione.",2016-04-02T08:13:10.000Z,"Renault Kadjar, la nostra videorecensione. Versione in prova: Intens Energy dCi 110 cv. Prezzo modello in prova: 28.200 euro.",IBTimes Italia,UCE77258QNsay017IRXHjDAA
om6sx0ceHnU,Veicoli Commerciali d'Epoca | RECENSIONE USCITA n° 1,2019-01-04T13:00:10.000Z,Salve a tutti amici ed amiche de “inostricarimodellini” e benvenuti in questo nuovo video. Oggi andremo a dare uno sguardo al primo numero della nuova ...,inostricarimodellini,UC-cxd_Pf1EHKiLWXKA6pGPA
zsGnBobyKxA,"Atoto A6 Pro | L' Autoradio Android 2din, Meglio di un Tablet + Codice sconto 10%",2018-10-09T06:32:14.000Z,Bella ragazzi!! Ecco a voi finalmente il nuovissimo video!! la recensione della nuovissima ATOTO A6 PRO!! Link ATOTO A6 Pro: https://amzn.to/2DuQJx5 Codice ...,EngineSound - Emanuele Presti,UCuaBTZLlYXa3rMr1UbCzHAA
DQcSb8VixRU,Recensione Mercedes-Benz SL500,2016-10-15T16:30:23.000Z,Se ti iscrivi io poi faccio la benzina alle macchine che sono bellissime.,Fanno cagare le macchine,UCKKD_6kbvuGLOCamNTZipJg
1zlaoPfZhdI,Mitsubishi Outlander PHEV: Il test drive di HDmotori.it,2015-04-24T09:02:21.000Z,Leggi qui la recensione completa: http://www.hdmotori.it/mitsubishi-outlander-phev-il-test-drive-di-hdmotori-it/,HDmotori,UC3_ZqUlc3QDgbl4DSCbHZcw
Aqqsf7IKFqw,"Nuova Toyota RAV4 2019 | Benzina o ibrida con uno stile più ""offroad""  [ENGLISH SUB]",2018-10-02T16:37:04.000Z,Debutta la nuova generazione di Toyota RAV4. Una vettura che arriverà in concessionaria nel corso del 2019 sfruttando il potenziale della piattaforma TNGA ...,Automoto.it,UCRDjY_6yCZ8lH899DPTsE9A
YGhvX29cnJA,Mercedes Classe A (2018) | Perché comprarla... e perché no,2018-06-08T23:00:03.000Z,"Forse da fuori non si nota molto, ma la nuova Mercedes Classe A è cambiata tanto. E' più spaziosa, soprattutto per chi siede dietro e la strumentazione digitale ...",Motor1 Italia,UC3u7URxSqN70zuJ5Yb_ryPg
AbugsvHLPFU,Recensione marmitta stage 6 pro replica,2016-07-02T06:39:01.000Z,In questo video voglio mostrarvi la mia Recensione marmitta stage 6 pro replica.,zip sp my heart,UCOMkoSZb3FkqxxUMRD_UOdw
MRkALfNn3tA,Peugeot 208 GTI il test drive di HDmotori,2014-05-15T08:07:38.000Z,Leggi qui la recensione completa: http://www.hdmotori.it/peugeot-208-gti-il-test-drive-di-hdmotori/,HDmotori,UC3_ZqUlc3QDgbl4DSCbHZcw
F6JyoDtvMkM,"recensione stereo android ATOTO A6 (A6Y2721PB) - PARTE 3 test interfaccia, app, gps",2018-06-18T10:31:39.000Z,Link per l'acquisto su Amazon: https://amzn.to/2ygQzH2 ACCESSORI: - gabbietta di montaggio: https://amzn.to/2thIOum - comandi al volante: ...,Le recensioni di Mariano,UCRo11Lmc4s8w6Pnw9WLi3rw
U7LFjNdkLhA,Cerchi un'auto nuova? Ecco le 3 bugie che ti stanno raccontando,2017-07-10T14:40:22.000Z,http://redelnoleggio.com/ Accedi Subito al Video Corso Gratuito qui: https://goo.gl/k3pY86 In questo video scoprirai: Nessuno ti regala niente e il mercato ...,Re del Noleggio,UCxtDTxtz7SnHEGkYFcFmwtg
nGeCRH5YlTY,Renault Twingo: Il test drive di HDmotori.it,2014-12-26T18:38:05.000Z,Leggi la recensione completa: http://www.hdmotori.it/renault-twingo-test-drive-hdmotori-it/,HDmotori,UC3_ZqUlc3QDgbl4DSCbHZcw
EwnELrApwpc,Recensione Fiat Punto Lounge 1.4 Natural Power,2015-03-30T18:17:08.000Z,Parlo della Punto Lounge Natural Power acquistata nuova...,Nico Luciani,UCDUVjF-KaZ_jhQY_g3d8ffQ
E4WndCUNTbw,"Tutorial Come migliorare Modello RC. "" Differenziali & Ammortizzatori""",2018-05-25T10:09:30.000Z,Un tutorial specifico per poter incrementare nei migliore dei modi le prestazione del vostro automodello dinamico. Che cosa andremo a migliorare? Oggi ci ...,RC Italia Channel,UCmy2BZt_Wl3II_MVSQPijqw
28ABGiXobdU,NITRO OBD2 PIU' POTENZA AL MOTORE MA SECONDO VOI FUNZIONA?,2018-03-31T12:31:35.000Z,"Ciao ragazzi, In questo video ho testato il Nitro OBD 2 versione rossa per motori diesel.Tramite dei parametri correttivi dovrebbe far migliorare l'erogazione del ...",Salva Racing,UCrD6P3wSoE-0bjFYKXZNeWA
QOpxqdHh32A,TRADUTTORE VOCALE ISTANTANEO - FUNZIONA DAVVERO? (T8 / Xiaomi Konjac / T2S) - Recensione ITA,2018-09-14T12:00:03.000Z,Canale Telegram Offerte: https://telegram.me/techbestdeals ACQUISTA DA QUI I PRODOTTI VISTI NEL VIDEO ▻T8 (AMAZON): https://amzn.to/2xc8Cdv ...,Addicted 2 Games,UCki3CEFaalrfO1c4YXKSfVw
z0YcAudNP8c,Google Maps contro Waze: chi vince nel traffico?,2018-07-04T15:15:01.000Z,Meglio Google Maps o Waze? Abbiamo messo alla prova nel traffico di Roma le due principali app di navigazione satellitare. Quale ci avrà permesso di arrivare ...,Motor1 Italia,UC3u7URxSqN70zuJ5Yb_ryPg
lFXb_sd9nic,Quanto costano le BATTERIE delle AUTO ELETTRICHE,2018-10-27T08:58:18.000Z,Quanto costa la sostituzione della batteria per un'auto elettrica? Qual è il prezzo del pacco batterie delle #autoelettriche? Quanto durano e al di sotto di quale ...,HDmotori,UC3_ZqUlc3QDgbl4DSCbHZcw
-UCAi6BHv4Y,MotorMedia Speed - Toyota IQ,2012-10-23T07:05:38.000Z,"Piccola fuori, grande dentro. Certo non è una familiare o una berlina, ma la Toyota IQ ha molti elementi che la distinguono a 360 gradi dalle altre vetture.",MotorMediaTube,UCEUhp3vPNyx-rc3YlU99-pw
d7Mj5JFoIFA,Blue Star supporto 27 cm Supporto auto smartphone universale,2017-04-16T09:51:00.000Z,"Supporto auto per smartphone da 27 cm link http://amzn.to/2ofIeK6 Porta cellulare , smartphone auto. Si adatta a tutti i veicoli in circolazione, auto, furgoni, ...",Enerstore,UCP4yt7zi0rAoTbouawaCoww
k61F1RF0Byc,Recensione Supporto Tablet per auto della Color Dreams,2016-09-22T17:28:28.000Z,,princessvaleria1,UCtTV8KeDfCg5RJGKa1_cQJQ
95B3Nn1eeWw,"BLACKBULL MT EVO - 1:10 4WD Monster Truck - ""FULL REVIEW + TEST"" - [GIANNI MODELLISMO]",2018-01-31T20:21:46.000Z,Recensione del bellissimo Monster Truck BLACKBULL MT EVO (HPI Mawerick Strada MT EVO) Lo trovate insieme a tutti ricambi in vendita presso GIANNI ...,Sharp79 Channel,UCjGA04YWNOtjaz2YMyPWsKg
HuNwDz9UwmM,#Drive&Tell | Ford Fiesta Titanium | Test drive e recensione,2016-05-05T13:00:01.000Z,"Se l' auto che cerchi deve essere sicura, accessoriata, comoda e che consumi poco...ecco a te l' auto perfetta! Ringrazio il concessionario Ambrostore di Milano, ...",Passione Motori,UCFNLUhl6K-zVILHawerpDDA
sppODsDotdA,#galebordons TOP&FLOP 2018 | Le pagelle delle nostre prove,2019-01-06T09:30:02.000Z,"Non abbiamo dato veri e propri voti, ma abbiamo ricordato le prove top (e quelle flop) dell'anno appena concluso, sperando che il 2019 ci e vi riservi tantissime ...",Automoto.it,UCRDjY_6yCZ8lH899DPTsE9A
W_nLkXSfuNE,Recensione Kawasaki Z-300 Italia 1 Parte,2015-07-12T21:44:27.000Z,"Recensione della Kawasaki Z300 Parte Prima, da Canzo (CO) Direzione Milano parliamo della Z-300 !",RideWithNick,UC-HPVaH9Iiq4TIlzBzdrVFQ
nkxEDN9gY3E,Peugeot 308 BlueHdi 120cv Recensione completa,2015-09-28T06:58:45.000Z,"Versione Allure Diesel 1.6 120cv Euro 6 cambio manuale 6 marce. Prova dell'auto, funzionalità accessori, caratteristiche. Motore DV6FE 120cv/3500rpm coppia ...",luca melillo,UCQF-I_2tGIYTOJdRtKTuD_Q
I7f8LczwCJw,Jeep Cherokee: Il test drive di HDmotori.it,2015-07-05T11:58:57.000Z,Leggi qui la recensione completa: http://www.hdmotori.it/?p=113706.,HDmotori,UC3_ZqUlc3QDgbl4DSCbHZcw
WEnTzqoDfp4,Recensione - Test Ride | GSX R 1000R - Ha anche dei difetti?🤩,2018-06-16T10:57:24.000Z,A grande richiesta finalmente il test ride della Suzuki GSX R 1000R. Una moto con tanta energia e elettronica..Avrà anche dei difetti? ▻ Gadget ...,Freccia Verde,UCN6UPIAvhdjJ9YQmWQOuXoQ
Ng0XdqUK7vU,Hyundai Santa Fe 2.2 crdi 4wd test drive da HDmotori.it,2013-04-22T21:52:43.000Z,,HDmotori,UC3_ZqUlc3QDgbl4DSCbHZcw
c-5SlMIrwok,Opel Grandland X | Perché comprarla... e perché no,2018-06-01T23:00:04.000Z,"Si chiama Grandland X ed è il primo crossover Opel nato dopo la fusione con il Gruppo PSA. Non prende rischi dal punto di vista stilistico e punta al concreto, ...",Motor1 Italia,UC3u7URxSqN70zuJ5Yb_ryPg
j-fFJOziaho,Hyundai Tucson 2019 restyling | TEST 2.0 diesel ibrida [ENGLISH SUB],2018-07-17T10:25:48.000Z,"Abbiamo guidato la versione restyling 2019 della Hyundai Tucson, il SUV di segmento C studiato da Hyundai con un occhio di riguardo per i mercati europei.",Automoto.it,UCRDjY_6yCZ8lH899DPTsE9A
7FSChaAzMuU,Volkswagen Golf GTE: Il test drive di HDmotori.it,2015-10-23T20:41:14.000Z,Leggi qui la recensione completa: http://www.hdmotori.it/?p=123127.,HDmotori,UC3_ZqUlc3QDgbl4DSCbHZcw
xxyNjuoNzac,Audi Q3 2019 | benzina e diesel per un comfort totale,2018-09-27T06:06:26.000Z,"Audi Q3 torna nuova sia fuori che dentro, con tecnologia mai vista sulla C-SUV di Ingolstadt. motori diesel e benzina sono disponibili con la trazione integrale ...",Automoto.it,UCRDjY_6yCZ8lH899DPTsE9A
yfB2YD_ZIRo,Mazda 3 2.2 skyactive D il test drive di HDmotori.it,2014-07-20T17:54:45.000Z,Leggi qui la recensione completa: http://www.hdmotori.it/mazda-3-test-drive-hdmotori-it/,HDmotori,UC3_ZqUlc3QDgbl4DSCbHZcw
