youID,title,pub_date,video_description,channel_name,channelID
We2LVHIf_DI,All-New Amazon Fire HD 8 Tablet (2018) | Unboxing & Review,2018-10-02T06:51:05.000Z,"Full unboxing and tour of Amazon's 'All-New' Fire HD 8 tablet, refreshed for 2018 with updated specs and new features such as the Show Mode. Alexa is back in ...",Tech Spurt,UCVLN0tY51ewH44wUtx3YZTA
JHn4bARy5bQ,Xiaomi Mi Pad 4 Review - A Definite Improvement (English),2018-07-06T21:09:35.000Z,In-depth Mi Pad 4 unboxing & review covering all key points. A fantastic Android 8.1 tablet for the price. Bought it here: http://bit.ly/2ISnsd1 Written review: ...,TechTablets.com,UCrI6_31b1OHRE62BHTMYN0Q
BMia1CylbJI,XP-Pen Artist 12 Tablet Review and SKETCH!,2018-11-16T18:00:01.000Z,Hey guys! It's time for another Tablet review! You guys have been asking me to test out several different drawing tablets so I connected with the people at ...,Ross Draws,UCLEVrhumRsK67JkP3G4w5cQ
NS9rxMPshvk,Huion GT-221 PRO:  Digital Tablet Review!,2018-01-10T11:29:50.000Z,"Use coupon code: 221JAZZA to get 5% OFF! (limited time) From the Huion Shop: https://www.huiontablet.com/kamvas-gt-221-pro.html (Sponsored) OR, ...",Draw with Jazza,UCHu2KNu6TtJ0p4hpSW7Yv7Q
W5RfkG01AmQ,Huawei MediaPad M5 Android Tablet Review,2018-11-23T23:00:02.000Z,Buy it on Amazon - http://lon.tv/0jz1c (affiliate link) - The Huawei MediaPad M5 is a nicely constructed Android tablet that is a more affordable alternative to an ...,Lon.TV,UCymYq4Piq0BrhnM18aQzTlg
cy43ABsNong,GAOMON PD1560 Pen Display tablet review || animating HP meme!,2018-12-25T03:03:56.000Z,"yep, this took FOREVER and i wanna thank gaomon tablet for waiting for so long anyways as said, the finished meme will be up when i find a way to edit ...",sir fluff,UCkqPtYCU6Qc9MZ6G0z3SPyg
JsUEk6CPAGg,"Samsung Galaxy TabPro S Review- 12"" Windows 2-in-1 AMOLED Tablet",2016-03-22T21:58:25.000Z,"Lisa Gade reviews the Samsung Galaxy Tab Pro S, a 12” Windows 10 tablet / 2-in-1 with a vibrant Super AMOLED 2160 x 1440 display (3:2 aspect ratio).",MobileTechReview,UCW6J17hZ_Vgr6cQgd_kHt5A
_O9p0u3Io9M,New Amazon Fire HD 8 tablet review,2018-10-27T16:45:51.000Z,Read More: http://www.TechGadgetsCanada.com http://www.Facebook.com/TechGadgetsCanada I might be a bit late to the game when it comes to Amazon's ...,Erin Lawrence,UCDGqNf14HSF9v8e-Qmp7VXA
T-g3jdUcL8s,"iBall Slide Brace-X1 4G Tablet Review | Price, Specifications, Verdict, and More",2017-07-05T08:56:55.000Z,"The tablet segment has seen a decline in popularity, and a lot of manufacturers are giving up. However, we still have few major players like Apple and Samsung ...",Gadgets 360,UCx5e1u7BX0aKwEj3sdYXdXg
VaF0CKdZYLg,Huion Tablet Review! | Unboxing + Speedpaint,2018-08-07T00:48:50.000Z,"Some of the folks from Huion recently sent me one of their tablets to try out - things didn't go exactly as planned, but I had a lot of fun with it in the end! FINISHED ...",ABD Illustrates,UCBwZRhr0Xsxf7csWECf_Mmg
tnqmoh2pWLo,XP-Pen Artist 16 Pro Tablet Review/Unboxing,2018-11-21T12:39:22.000Z,"XP-Pen is having a Lightning Deal on Cyber Monday where you can get a really good deal on this tablet! Don't miss out! $359.99 22% off Nov 27, 11:25 AM ...",yum soda,UCc7sgU-zW6hQrgv9i6hsbPw
2A_DLAoglHI,Xp-Pen Artist 12 (Tablet Review),2018-09-29T19:00:00.000Z,"Thanks to Xp-Pen for giving me the Artist 12 tablet! You can go check it out with the links below: 15% off code: ARTIST1285, Period of validity: ...",Kabloosh,UCgJ_nluI75C_QeTEkSBDOhw
1bAx9rugXsE,Digital Tablet Review - HUION GT-220 v2 - IPS Pen Display,2016-11-21T01:29:49.000Z,HUION Official (vid sponsor): http://bit.ly/HuionOfficial Store Links Below - Coupon Code 'HUION220' for 5% off: US: http://www.amzn.to/2dzhYYm CA: ...,Draw with Jazza,UCHu2KNu6TtJ0p4hpSW7Yv7Q
Z91RRaha2rs,Huawei MediaPad M5 Review - Premium Android Tablet for a Nice Price,2018-06-22T19:30:02.000Z,"Lisa Gade reviews the 2018 Huawei MediaPad M5 Android tablet, which is available in 8.4” and 10.8” sizes. The M5 has an IPS 2560 x 1600 display and it runs ...",MobileTechReview,UCW6J17hZ_Vgr6cQgd_kHt5A
56wfex3EMYA,"Samsung Galaxy Tab A 10.1"" Tablet | Unboxed and Reviewed",2018-02-02T22:42:04.000Z,"Picked up this great tablet a few days ago, decided to make a video on it since I believe it's one of the best all-round android that you can buy today. Update: This ...",Lukas75,UCRB8F8CV4KyquwEmWAQB-tg
9j1j_4cUNdQ,Amazon Fire Tablet 7 Kids Edition - Unboxing and Review,2018-08-06T14:00:01.000Z,This video is about Amazon fire tablet 7 kids edition I got this tablet on Amazon day 2018. Two tablets for $120 is a steal in my opinion. My Tech and Gaming ...,AwesomeTuBees channel,UCc1mLrF5i4ceIbh7CP02hBw
F03gB_UBaQM,Lenovo Miix 520 review: Best Windows 10 tablet for everyone?,2018-02-04T11:02:58.000Z,"At right around $1000, the detachable two-in-one gets an impressive performance bump from its predecessor and increase in battery life. Lenovo Miix 520 ...",CNET,UCOmcA3f_RrH6b9NmcNa4tdg
l5qgEI-pCXc,Alcatel A3 10 4G LTE Android Tablet Review | Digit.in,2018-06-07T03:00:25.000Z,It's hard to recommend a tablet with average performance for 12k when you can get a fantastic smartphone for the same price. If the screen size is the only thing ...,Digit,UCXpIVRiyfsMB2aXXn2yq6LA
GnSCMznovOw,How I Tween (+Huion Tablet Review),2018-11-20T23:36:05.000Z,edit: MY NAME ISN'T ICE GLUE THAT WAS A JOKE LOL!! thank u huion for bein sweet and sendin me a tablet!! and a little quick thing on how i tween since so ...,Icecolo,UCb84RTiB3yZG_tTXpqlKk2w
wQ2MIf-l-dI,Samsung Galaxy Tab S4 Review: The Fastest Android Tablet,2018-09-21T10:10:42.000Z,Samsung Galaxy Tab S4 at Amazon: http://geni.us/galaxytabs4 My Review: https://mynexttablet.com/samsung-galaxy-tab-s4-review/ As you can see in my ...,My Next Tablet,UCEXWYtpwPTXYThCOKLNquWw
qHNMGMnXowY,Google Pixel Slate tablet review,2018-11-28T11:41:58.000Z,"Correction! They keyboard costs $259, not $159 as I said in the video. Read more: http://www.TechGadgetsCanada.com Get tech news on Facebook: ...",Erin Lawrence,UCDGqNf14HSF9v8e-Qmp7VXA
-C23qZPYvNI,Vigora Tablet Benefits And Review Hindi | Increase Sexual Timing,2017-11-11T16:00:01.000Z,Vigora part 2 :- https://youtu.be/NFerwIUA_aU Manforce Information :-https://youtu.be/ezJmvt9apEI #Myhealthyindia Also Follow us on :- YouTube ...,My Healthy India,UC7DOXJLxVCONblEpgmijzGA
_tFjmL28ibQ,THIS TABLET IS AWESOME! Huion Kamvas GT 191 Review,2017-12-03T21:18:32.000Z,Click here to buy the tablet: https://www.amazon.com/dp/B072N2C2PB How to set up the tablet: https://youtu.be/0ULp-TqbNhg I am not being paid for this review ...,Katzun,UCte3qx7A5OWTPSnNjV4oheg
35VA1hsfYJw,Google Pixel Slate review: Just an ok Android tablet,2018-12-05T11:00:01.000Z,"Frustrating limitations, flaws and glitches, and a tug-of-war between Android and Chrome prevent the Pixel Slate from being all it could be. Mike takes us through ...",PCWorld,UCDC1Pas1aocEA5HBl7jp0ew
FWMBmXgKM1M,Samsung Galaxy Tab A Tablet - REVIEW,2015-07-04T00:18:45.000Z,CHECK UPDATED PRICES or BUY ON AMAZON◅ http://amzn.to/1JHZDAj Samsung Note Pro 8.4 http://amzn.to/1H4MujU www.jimsreviewroom.com ...,JimsReviewRoom,UCcGYJndqreqXMUZoOhn3E7A
40eU63Rd7y4,Every Artist's Dream Tablet! | Gaomon PD1560 Pen Display HONEST REVIEW,2018-03-26T19:00:00.000Z,"I check out this fancy Gaomon tablet! Just like a Cintiq but cheaper! If you're interested in the Tablet, check out the links below!",Flying Pings,UCrRl2MtWnEA9_wQKWepQ0tQ
s2Kmd8Uu-YQ,Microsoft Surface Pro 6 Review: Still the best tablet PC,2018-10-16T07:00:07.000Z,Buy Surface Pro 6 on Amazon: https://engt.co/2DKVhi0 Microsoft's Surface Pro 6 is the ideal hybrid tablet. It's a slate that can run all of the Windows apps you ...,Engadget,UC-6OW5aJYBFM33zXQlBKPNA
GynFYf2yBGs,Manforce Staylong Tablet Review in Hindi | How to use manforce staylong tablet,2018-04-17T08:17:08.000Z,Manforce Staylong Tablet Review in Hindi | How to use manforce staylong tablet In this Manforce Staylong Tablet video we explained about how to use ...,Online Life Care,UCLiAy0zEnjwLugqou8lFfWQ
yt8OZu0tXDs,Asus ZenPad 3S 10 Review | finally another great Android Tablet!,2017-01-14T18:31:49.000Z,Review: Asus Zenpad 3S 10 Amazon.com http://amzn.to/2jj053L (affiliate) Timecodes 01:03 Design 02:58 Display 04:07 Sound 05:05 Performance 07:18 ...,The Nitpicker,UCMpZ_fKWmTeZEOLy9PFfFxg
omCtw1uQaPA,"Alcatel Pop 4 review - Tablet with Keyboard for Rs. 11,999",2018-06-02T10:22:30.000Z,"This is Alcatel POP 4 review. This is a Wi-Fi + 4G tablet powered by octa core processor. This tablet comes with a Bluetooth Keyboard, you can use it with the ...",Gogi Tech,UCix7HIJ74fUDlHDkAAcyRPA
HJj2X_LNx_Y,Gaomon PD1560 Drawing Tablet Review | Cubeorithms,2018-11-03T15:13:38.000Z,"I finally got around to finishing the Gaomon PD1560 drawing tablet review. This video took a good long while to get finished up, but thankful Gaomon is a really ...",Cubeorithms,UCvfwnt0El9Rd-aFdQWGzvug
th2L4OdGLRY,Pixel Slate Review: Best Chrome Tablet or Decent Android Laptop?,2018-11-27T17:00:06.000Z,Google's first Chrome tablet is an ambitious product that changes the way we look at a Chromebook -- and an Android tablet! Here's Jerry's review of the ...,Android Central,UC-kFCSJLpxuJdgMnQz8Dvrg
Tyn0oI8eXOw,New Fire HD 10 Tablet Review (2017 / 2018) $149 with Alexa Hands-Free Voice Commands,2017-10-14T01:35:14.000Z,Buy it on Amazon - http://lon.tv/et89c (affiliate link) - Amazon's new 10.1 inch tablet packs in a 1080p IPS display for $149. It also supports Alexa voice commands ...,Lon.TV,UCymYq4Piq0BrhnM18aQzTlg
uaQzyWyuZvM,GAOMON M10K 2018 TABLET REVIEW + UPDATES,2019-01-02T16:10:34.000Z,Check out the M10K v2018 here!!! https://www.amazon.com/dp/B07HQHYCRP/ref=cm_sw_r_cp_awdb_t1_2oolCbKPH09WB Buy PD1560 Screen Tablet + ...,banannah,UCy92t71kT5THyH2ZVWq-wXQ
HkBDveqIPFw,Full Hindi Review- Manforce staylong tablet,2017-12-04T16:23:44.000Z,Hindi review of manforce staylong tablets. subscribe my chanal.,Tapas pharmacist,UCMACcgnbEBEf4McNBlnxQIA
d952X6qEQU8,THE BEST CHEAPEST DRAWING TABLET OUT THERE? XP-PEN ARTIST 12 Unbox Review!,2018-12-26T21:05:25.000Z,XP-PEN ARTIST 12 Unboxing Review video of the cheap XP-Pen Artist 12 Graphics Display Drawing Tablet. this affordable beginner graphics drawing tablet ...,mikeymegamega,UCOvvFK_EhrX9exQ-jkLPg8w
xE9qyfTWDn0,HUION GT-185 Tablet Review (ft. Doggo),2018-02-03T15:26:22.000Z,"yes I have a ball mouse Hey everyone! Sorry for the lack of videos recently, new animation should be coming out soon, so look out for that, make sure to check ...",Infamous Swoosh,UCupWnlhB3PMW1w0CLfLCfug
Z8-zwjI9xIE,Nook 7 Tablet Review - 2017,2017-01-15T01:49:59.000Z,We go over all the pre-loaded Barnes & Noble apps on this new tablet. Check out nooks first tablet release since the nook HD and Nook HD+ Thanks everyone!,Goodereader,UCHhy08xelXhKIOwgsFssaTQ
ui_JM61aimk,grandPad Review: A Tablet for Seniors,2017-10-11T20:05:43.000Z,"Leo Laporte and Megan Morrone discuss the grandPad, a subscription service for seniors. It comes with an Asus tablet with LTE and white-glove support.",TWiT Netcast Network,UCwY9B5_8QDGP8niZhBtTh8w
0yGdT6Lu-5E,Fusion5 4g calling Tablet PC Unboxing Review | Fusion 5 4g tablet 2 gb ram | 9.6 Amazon,2018-01-10T12:53:21.000Z,Best Laptop :: https://taheemrajat.wixsite.com/reviews/best-laptop Amazon Coupon :: https://taheemrajat.wixsite.com/reviews/amazon Home ...,Rajat Taheem,UC1U3JPJaSZ2skHePK92eELw
Z5VQij1UZ9Q,Review: Veikk vk1560 Drawing Tablet,2018-10-29T19:26:45.000Z,View on Amazon (affiliate link): https://amzn.to/2Az8E1P My List of Wacom Alternatives http://bradcolbow.com/reviews/wacom-cintiq-alternatives.html This is the ...,Brad Colbow,UClozNP-QPyVatzpGKC25s0A
s5c3Gi7BELo,Lenovo Tab 4 10 Plus Review: Solid LTE Tablet On A Budget,2018-06-27T23:00:38.000Z,The Android tablet market isn't as populated as it used to be but that hasn't stopped Lenovo from offering a quality slate. Alex reviews an affordable tablet with ...,Sypno Tech,UCM960Boy8SsJwhApqOwV0Bg
KTcYzjxZkHs,"REVIEW of WORLD'S CHEAPEST TABLET PC - $30 Q88H 7"" ANDROID TABLET #1",2016-08-12T11:42:19.000Z,Q88H on Amazon: http://am-redirect.com/link.php?&usasin=B00UMUTNAG&gbasin=B00OWOJRLI&keywords=q88%20tablet Q88H on Gearbest: ...,Dr Jake's Very British Reviews,UCwksIw4MMOhTpmjUPKSLRQA
2-qn5wWKkf0,DRAWING TABLET REVIEW// Gaomon M106K  (Part 2),2017-09-16T13:35:41.000Z,"tldr: I like it even more! Song: Wind Waker OST: Outset Island [ dj-Jo Remix ] https://youtu.be/6MlieyhZ0n4 If you're an animator, artist, gamer, or entertainer, then ...",Domics,UCn1XB-jvmd9fXMzhiA6IR0w
Z6ha0aA5vHo,"Vigora Tablet Review | Vigora Tablet Uses, Benefits and Side effects",2018-03-12T09:01:46.000Z,"Vigora Tablet Review | Vigora Tablet Uses, Benefits and Side effects In this video vigora tablet review video, we have completely explained everything about ...",Online Sex Care,UCco9H_U1ewctWoXxfF9UhYQ
f4tYEXcS49o,XP-Pen Artist 15.6 Tablet Review,2018-03-08T20:29:20.000Z,Let's take a look at XP-Pen's budget entry into screen-based graphics tablets! Website: https://www.xp-pen.com/ Product available: website store: ...,AnimeAjay,UC9fnCGxIi_1P3vUZVZ4SUig
wKuTQ9mTQAA,Huion H420 Drawing Tablet Review,2018-04-21T22:00:04.000Z,"There are many people who are beginners to digital art and cannot find a good, affordable low budget tablet. So today I will be reviewing the Huion H420 tablet.",Kabloosh,UCgJ_nluI75C_QeTEkSBDOhw
cQkSqfHtCCg,Review: XP Pen Artist 12 Drawing Tablet,2018-10-08T23:08:48.000Z,XP-Pen Artist 12 - $250 on Amazon https://amzn.to/2Cya5zZ (affiliate link) My Drawing Tablet list: http://bradcolbow.com/reviews/wacom-cintiq-alternatives.html ...,Brad Colbow,UClozNP-QPyVatzpGKC25s0A
CDvYmoCRfaU,Amazon Fire HD 10 Tablet With Alexa (2017) + Amazon Flip Cover - Hands On,2017-10-30T19:27:08.000Z,Amazon Fire HD 10: http://amzn.to/2gOIUnE Amazon Fire HD 10 (No Special Offers): http://amzn.to/2yYIi7b Amazon Flip Cover: http://amzn.to/2gPd0Yl Checking ...,TechDaily,UCAl07YZamCkD9BU4GXUMocQ
qPNO5qpvDbA,A GAME-CHANGING TABLET? XP-Pen Deco 03 Unboxing Review,2018-03-19T23:16:17.000Z,"Sponsored! XP-PEN Deco 03 Unboxing and Art Review! today I unbox, draw with, and review the XP-Pen Deco 03 pen drawing tablet. It also goes by the Star ...",mikeymegamega,UCOvvFK_EhrX9exQ-jkLPg8w
BRAnxwT1yXE,Acer Chromebook Tab 10 Review - ChromeOS Tablet With Android and Linux Support,2018-09-15T23:00:01.000Z,Buy it on Amazon - http://lon.tv/i6wlk (affiliate link) - Acer's Chromebook Tab 10 is a Chromebook in tablet form. It runs ChromeOS along with Android Apps and ...,Lon.TV,UCymYq4Piq0BrhnM18aQzTlg
5VvaDH1oW8Q,Reclide -XR 60 Tablet Review,2019-01-03T04:33:11.000Z,"Reclide -XR 60 Tablet Review Reclide 60 MG Tablet XR is an oral anti-diabetic, it is used to lower the blood sugar level. It is used only in patients diagnosed ...",Online Medicine Review,UC3e4ptGDBPbaGojiai33R6A
JfeaDe1KR0o,Dragon Touch X10 Tablet Review,2017-10-03T17:00:36.000Z,Product Link: https://amzn.to/2PWjkAm.,Mr. Engineer Reviews,UCy3l1rjQDgOYX5iy0sq7LwA
UqPwNzlbILo,Xiaomi Mi Pad 4 - UNBOXING & REVIEW! | Tablet Of The Year 2018?,2018-07-10T12:44:59.000Z,Xiaomi Mi Pad 4 Purchase link: https://goo.gl/uHg7Ak Xiaomi Mi Pad 4 - UNBOXING & REVIEW! | Tablet Of The Year 2018? (english) Xiaomi Mi Pad 4 ...,ASBYT,UC18WQbNSfrqxlIjKeIW3bGQ
XbJHQgJBphw,Fake Samsung Tablet | 80g Octocore Tablet (From Wish) Review,2018-10-20T16:12:12.000Z,When you can't afford the latest tech and you need a tablet computer where should you turn in this world? Maybe Wish shopping with the '8 core' (supposedly) ...,Tat Test Dummies,UCZbo283McE8hTItu_7GBk6g
Vjyh7IbHD8w,TECLAST MASTER T10 TABLET Review - IS THIS THE BEST TABLET FOR THE MONEY IN 2018?!,2018-08-05T17:38:13.000Z,TECLAST T10 MASTER - Tablet Review - IS THIS BEST TABLET FOR THE MONEY IN 2018?! This tablet is featured with great specs and an amazing screen for ...,Ryaniwk,UC0VtYRnkTdAH1zEWOaYyLHg
2IwRWPOFfdo,HUION 420 GRAPHIC TABLET REVIEW!,2017-12-12T20:35:23.000Z,Thank you HUION for sending me this tablet!! Get the tablet here: https://www.amazon.com/dp/B00DTPYWBG HUION website: https://www.huiontablet.com/ ...,PlatyBara,UCHrHqdWqrPGoxYrA8OK_1VA
oiU93NyGYJ4,Why YOU should be using a tablet + Wacom Intuos Bluetooth Review,2018-09-15T12:30:04.000Z,Let me know in the comments if you like using a tablet for your workflow and which one you use! Thank you for watching Lighting in this video by Aputure: ...,Julia Trotti,UCxbCDVe8TuzLbPFnxlC55Nw
aIM7Cej3MnQ,"RCA Viking Pro 10.1"" 2-in-1 Tablet 32GB Quad Core Review",2015-11-21T16:01:58.000Z,UPDATE Newer Model is here - http://amzn.to/2jOVhn5 Walmart has it too - https://goo.gl/p2RKTp The case I recommend - http://amzn.to/2m7fTnL UPDATE ...,Underground Tech,UCpsxvNTCTn7TQwZA6mc3iEA
UHgh6U_3Mv0,Suhagra Force 50 Tablet Review,2018-07-04T11:48:32.000Z,Suhagra Force 50 Tablet Full Review Suhagra Force Tableticon Cipla Ltd Composition for Suhagra Force Tablet Sildenafil (50mg) + Dapoxetine (30mg) ...,Online Medicine Review,UC3e4ptGDBPbaGojiai33R6A
aMkTk_bH-kk,Lenovo Yoga Tab 3 Plus Review | the best $300 tablet,2017-03-18T08:31:38.000Z,Review: Lenovo Yoga Tab 3 Plus Amazon.com: http://amzn.to/2mQSo3K (affiliate) Timecodes 00:58 Design 02:39 Display 03:50 Sound 05:03 Performance ...,The Nitpicker,UCMpZ_fKWmTeZEOLy9PFfFxg
HMI9KwqWO-w,Amazon Fire HD 8 Kids Edition Tablet Review,2018-07-26T22:03:39.000Z,Is this a great bang for your buck when it comes to kids tech? IG @thetechletes.,The Techletes,UC4HRzPW6JWrtE7i-XCL_keg
N5MKnCCp9fM,Huawei Mediapad M3 Lite Review - Best Budget Tablet 2017 ?!,2017-12-03T21:20:11.000Z,"Looking for a cheap and good tablet ? Then checkout the new Huawei Mediapad M3 Lite 10"" : http://amzn.to/2zXZ61J* ↓↓↓↓↓↓↓↓↓↓↓↓ open up for ...",TechMagnet,UCtT2VnurQKOAA0I1EKKHSPA
DFn4L-nTsr4,Megalis 20 Tablet Benefits And Review In Hindi,2018-01-10T16:00:00.000Z,Vigora Tablet https://youtu.be/-C23qZPYvNI Manforce Staylong Gel https://youtu.be/j88D_H1Iw1M Manforce Staylong Tablet https://youtu.be/ezJmvt9apEI ...,My Healthy India,UC7DOXJLxVCONblEpgmijzGA
JdgjnNoqQXk,Art Tablet Review- Huion H420,2018-01-03T01:02:25.000Z,Hows everyone doing? Here I do a review on the Huion H420 tablet. Thanks for watching! Huion H420 Amazon Link: ...,Four Eyes Guy,UC4Nbpnt0mE_nL-hMheSblOw
E16Z4TPx1xY,a wild review and unboxin of a GAOMON PD1560 Tablet,2018-08-20T15:29:39.000Z,peeps at gaomon sent me a tablet to make a review and so i did you can get some tablets here! https://www.amazon.de/dp/B075WVL9RT ...,szin,UCrzYfbkW3iKGqMYyERSr_Cw
mk7jXNMdSyI,"सुहाग्रा, Suhagra 100mg Tablet full review in hindi",2018-02-27T10:15:21.000Z,सुहाग्रा Suhagra 100mg Tablet full review in hindi Cipla Ltd Suhagra 100mg टैबलेट की रचना (Composition for Suhagra 100mg Tablet in Hindi) ...,Online Medicine Review,UC3e4ptGDBPbaGojiai33R6A
PrpWuhsXlT4,Huion Inspiroy H640P Tablet | Unboxing and Review,2017-09-15T16:44:53.000Z,"Now on Amazon! Huion H640P: http://amzn.to/2y4SZTF Items in the box may differ from what I received, be sure to read the descriptions of the contents when ...",illustrayna,UC6U-E5xBt7aBsksJxmUtjQw
WKvJe36Ysaw,Lenovo Miix 320 Review - $199 Detachable Tablet / Laptop 2 in 1,2017-07-09T04:02:56.000Z,Buy it at Newegg - http://lon.tv/7tfwx (affiliate link) - Lenovo's new budget tablet 2 in 1 sports a great keyboard dock and is powered by an Atom Cherry Trail ...,Lon.TV,UCymYq4Piq0BrhnM18aQzTlg
i0Obbxm7W2U,HUION 1060PLUS Tablet Review (GIVEAWAY CLOSED),2017-01-17T21:16:41.000Z,Huge thank you to Huion for sponsoring this video and supporting the channel by sending me this tablet. It means a lot to be given the opportunity. I genuinely ...,LethalChris Drawing,UCzM8cfTU666_-aFNulLEx2Q
